participant_name,stimulus_name,trial_direction,trials_numbers,trial_mean_duration,max_displacement,displacement_std,movement_efficiency,movement_efficiency_std,movement_efficiency_percentage,movement_efficiency_percentage_std,individual_dist_cov_1,individual_dist_cov_2,individual_dist_cov_3,individual_dist_cov_4,individual_dist_cov_5,tackle_success,tackle_success_ind_1,tackle_success_ind_2,tackle_success_ind_3,tackle_success_ind_4,tackle_success_ind_5,distance_with_attacker,distance_with_attacker_std,maximum_speed,lateral_movement_percenage,time_of_wrong_movement,time_of_wrong_movement_std,time_in_wrong_area_percentage,time_of_right_movement,time_of_right_movement_std,corrective_movement_time,time_moving_for_tackle,time_moving_for_tackle_std,decision_time_ind_1,decision_time_ind_2,decision_time_ind_3,decision_time_ind_4,decision_time_ind_5
CW-Alexandre-FD1,Alexandre,R,4,1.475056,3.235,1.95493392897731,133.95693076003,26.2141572856289,0.613244407565443,0.409485840804761,98.6092754375495,141.121161148485,134.565126025932,161.532160428155,0,0.75,0,1,1,1,0,33.531862926934,11.4366526949866,209.55200589366,0,NaN,NaN,NaN,NaN,NaN,NaN,0.419049999999999,0.496109895228868,0,0,0.704003999999999,0.972195999999998,0
CW-Alexandre-FD2,Alexandre,R,4,2.03658299999999,8.6525,3.28598412453053,195.134739600501,33.8026221427795,0.389133422842632,0.455944373626145,168.395334467812,178.775931349424,189.147348707354,244.220343877414,0,0.5,0,0,1,1,0,37.5076812633649,14.4911810535846,201.33992272172,0,NaN,NaN,NaN,NaN,NaN,NaN,1.51905625,1.01271187330401,2.02820199999999,0,2.01982099999999,2.02820199999999,0
CW-Alexandre-FG1,Alexandre,L,5,1.416389,7.634,6.10769842084561,108.82434075779,45.9617981406031,0,0,27.0221756353474,123.285792442462,134.446971103248,133.037583807597,126.329180800295,0,0,0,0,0,0,93.187395660135,37.87483811981,164.024187371009,0.4,0.624384499999999,0.16000907219436,0.340236686390532,1.106292,0.0118525238662489,0.481907499999998,0.896766999999998,0.520533647862939,1.332579,1.114673,1.097911,0,0.938671999999998
CW-Alexandre-FG4,Alexandre,L,5,1.4515892,3.998,4.11406368448521,131.289011532168,53.7498277330031,0.323695245456482,0.443270462415582,143.21434621537,37.2565666289109,154.928455572709,148.19798529749,172.847703946359,0.4,0,0,0,1,1,51.9737449612643,32.2751242193863,189.049670697854,0,NaN,NaN,NaN,NaN,NaN,NaN,0.918557599999998,0.0404551486377196,0.930290999999998,0.947052999999998,0.955433999999998,0.905147999999998,0.854861999999998
CW-Alexandre-FG5,Alexandre,L,5,1.273912,4.092,2.33721415364532,125.259478357787,14.5212829230422,0.306777703178121,0.421167276284619,116.857805877973,109.786390104109,141.029420875153,140.535321525904,118.088453405798,0.4,0,1,0,1,0,41.0227322159126,14.6168507869141,209.076388037462,0,NaN,NaN,NaN,NaN,NaN,NaN,0.288306399999999,0.401133957199835,0.620193999999999,0,0,0.821337999999998,0
CW-Jean-Emmanuel-FD3,Jean-Emmanuel,R,4,1.533723,8.04,1.28514590611339,163.071773305781,27.5605243132192,0.189286207349302,0.378572414698604,131.389963613954,148.623170311578,187.195473893866,185.078485403727,0,0.25,0,0,0,1,0,45.2892807333706,9.84740579401157,234.995094854143,0,NaN,NaN,NaN,NaN,NaN,NaN,0.569907999999999,0.399191408460485,0.595050999999999,0.888385999999998,0,0.796194999999998,0
CW-Jean-Emmanuel-FG1,Jean-Emmanuel,L,5,1.558866,4.1988,2.59422188719469,138.19902295518,28.6445022922251,0.623829454048295,0.365946014551928,97.6504448870971,146.677572304206,152.662858135922,122.489209755506,171.515029693166,0.8,0,1,1,1,1,37.8191612668779,13.5472589972051,180.368385803658,0,NaN,NaN,NaN,NaN,NaN,NaN,0.851509599999998,0.241715944281298,1.072768,0.477716999999999,0.745908999999998,0.997338999999998,0.963814999999998
CW-Louis-FD1,Louis,R,4,1.181721,4.454725,5.70267667876235,94.2859149502511,14.5161715369327,0,0,85.6094252322393,81.4711899840544,96.0392226926541,114.023821892056,0,0,0,0,0,0,0,56.388365265997,7.70969898923894,151.730303529107,0.25,1.022482,0,0.234042553191489,0.745908999999998,0,0.276572999999999,0.588765249999999,0.169477967355395,0.410669,0.477716999999999,0.745908999999998,0.720765999999998,0
