participant_name,stimulus_name,trial_direction,trials_numbers,trial_mean_duration,max_displacement,displacement_std,movement_efficiency,movement_efficiency_std,movement_efficiency_percentage,movement_efficiency_percentage_std,individual_dist_cov_1,individual_dist_cov_2,individual_dist_cov_3,individual_dist_cov_4,individual_dist_cov_5,tackle_success,tackle_success_ind_1,tackle_success_ind_2,tackle_success_ind_3,tackle_success_ind_4,tackle_success_ind_5,distance_with_attacker,distance_with_attacker_std,maximum_speed,lateral_movement_percenage,time_of_wrong_movement,time_of_wrong_movement_std,time_in_wrong_area_percentage,time_of_right_movement,time_of_right_movement_std,corrective_movement_time,time_moving_for_tackle,time_moving_for_tackle_std,decision_time_ind_1,decision_time_ind_2,decision_time_ind_3,decision_time_ind_4,decision_time_ind_5
NOC-Alexandre-FD1,Alex,R,4,1.475056,4.2375,1.331524815,72.84865003,12.28752093,0,0,68.24102822,64.89762919,91.16210714,67.09383555,0,0,0,0,0,0,0,56.58844634,6.572187961,154.2605716,0,NaN,NaN,NaN,NaN,NaN,NaN,0.5573365,0.444456475,0.988958,0,0.410669,0.829719,0
NOC-Alexandre-FD2,Alex,R,5,1.9209252,10.6374,1.837008111,121.1609684,12.55084293,0,0,126.651403,127.2583515,99.89220246,131.6384141,120.3644711,0,0,0,0,0,0,56.0672213,10.48777242,149.5380563,0,NaN,NaN,NaN,NaN,NaN,NaN,0.7526138,0.743040762,0.385526,0.276573,0.284954,2.028202,0.787814
NOC-Alexandre-FG1,Alex,L,5,1.416389,7.00948,0.869389873,45.97325376,5.22166471,0,0,40.9464486,40.82811833,53.23179436,47.8724349,46.98747263,0,0,0,0,0,0,146.0370759,2.173749067,181.3238409,0,NaN,NaN,NaN,NaN,NaN,NaN,0.8615668,0.083684191,0.854862,0.804576,0.762671,0.913529,0.972196
NOC-Alexandre-FG4,Alex,L,5,1.5270182,13.462,1.636068458,89.92483728,12.58653653,0.119450072,0.267098481,96.93316391,76.44214853,91.11658706,78.64833461,106.4839523,0.2,0,0,0,0,1,54.35341495,13.23943746,187.2338915,0,NaN,NaN,NaN,NaN,NaN,NaN,0.4961552,0.290592367,0.595051,0,0.729147,0.662099,0.494479
NOC-Alexandre-FG5,Alex,L,4,1.273912,7.02775,2.401370494,75.28909331,4.502178917,0,0,75.02081808,69.20966284,77.11559419,79.81029814,0,0,0,0,0,0,0,67.47151022,9.831172089,180.7759239,0,NaN,NaN,NaN,NaN,NaN,NaN,0.30800175,0.237482207,0.511241,0,0.477717,0.243049,0
NOC-Jean-Emmanuel-FD3,Jean,R,4,1.533723,5.525,1.511853167,82.5782507,6.592730195,0,0,87.81258186,85.74778053,83.74454585,73.00809459,0,0,0,0,0,0,0,66.35974817,12.70372902,143.9963238,0,NaN,NaN,NaN,NaN,NaN,NaN,0.7417185,0.061397141,0.729147,0.662099,0.771052,0.804576,0
NOC-Jean-Emmanuel-FG1,Jean,L,5,1.567247,6.73,1.525532694,96.84948181,12.39766459,0.461069247,0.258119018,103.0700219,79.34301981,109.3223041,88.72737448,103.7846888,0.8,1,0,1,1,1,38.45301539,9.66742128,179.2064693,0,NaN,NaN,NaN,NaN,NaN,NaN,0.5380602,0.334369341,0.628575,0,0.561527,0.578289,0.92191
NOC-Louis-FD1,Louis,R,5,1.181721,1.1146,0.533133004,57.41856055,4.98326171,0,0,52.87945252,62.65918132,51.83979353,57.82648152,61.88789386,0,0,0,0,0,0,54.59565822,3.534491346,154.8228103,0,NaN,NaN,NaN,NaN,NaN,NaN,0.4877742,0.19397987,0.595051,0.544765,0.58667,0.142477,0.569908
